WallId,WallKind,TypeName,FamilyName,Function,IsStructural,Width(ft),Length(ft),UnconnectedHeight(ft),Area(sf),Volume(cf),BaseLevel,BaseOffset(ft),TopConstraint,TopOffset(ft),LocationLine,CurveType,"Start(X,Y,Z)","End(X,Y,Z)","Mid(X,Y,Z)",CurveLength(ft),ArcRadius(ft),ArcAngle(rad),"ArcCenter(X,Y,Z)",AxisDir(unit XYZ),Normal(unit XYZ),Layers,WallCount,LevelElevations(in)
1235546,Basic (Combined),,Basic Wall,,False,0.66669999999999996,52.0,20.0,1040.0,693.33330000000001,L1,,Unconnected,,Finish Face: Exterior,Line (Combined),"(-0.0,-0.0,0.0)","(-0.0,-52.0,0.0)","(-0.0,-26.0,0.0)",52.0,,,,,,Structure | <By Category> | 8.0 in | Wrap:Yes,1,"[0, 144]"
